name,facts,description,icon,type,weapon_type,professions,slot,flags,id,chat_link
Serpent Stab,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/559B0AF9FB5E1243D2649FAAE660CCB338AACC19/102840.png|4|Poisoned|Deals damage every second; decreases healing effectiveness by 33%; damage stacks intensity.|1|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.44,"Slash across your foe, poisoning them.",https://render.guildwars2.com/file/080360524A4926B770065F99DDB57AB7FDFDC4AC/1770555.png,Weapon,Dagger,Ranger,Weapon_1,NoUnderwater,41800,[&BkijAAA=]
Scorchrazor,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1|Knockdown|Time|https://render.guildwars2.com/file/7632087376D36B0D100F1B07BE53F154BC337D7C/2440716.png|2|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|4|Burning|Deals damage every second; stacks intensity.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Unleash a fiery edge to ignite and knock down your enemies.,https://render.guildwars2.com/file/20C1136E80C36692C3434E0B52A36645B131FACD/1770600.png,Weapon,Shortbow,Revenant,Weapon_5,NoUnderwater,41820,[&BlyjAAA=]
Sevenshot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|7|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/10BABF2708CA3575730AC662A2E72EC292565B08/598887.png|6|Torment|Deals damage every second. Deals additional damage to foes that aren't moving. Stacks intensity.|7|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|7|0.31|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|20|Projectile,Conjure a focused volley of arrows to harass your foes.,https://render.guildwars2.com/file/9F93AB3310F46308219A25AE985AE252336843F2/1770598.png,Weapon,Shortbow,Revenant,Weapon_3,NoUnderwater,41829,[&BmWjAAA=]
Dark Water,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|900|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|40|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/09770136BB76FD0DBE1CC4267DEED54774CB20F6/102837.png|3|Blinded|Next outgoing attack misses; stacks duration.|1|Pulses|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|7|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|7|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Combo Field|ComboField|https://render.guildwars2.com/file/59E0DB6A699810641C959926ADFEF73E08CC255B/156655.png|Smoke,Blind foes near your target with a dark cloud.,https://render.guildwars2.com/file/05B51D0C541624D87806412D210E1640DEC55563/103531.png,Profession,None,Ranger,Profession_2,,41837,[&Bm2jAAA=]
Prismatic Singularity,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Pull Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.1|Explosion Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.4|Explosion Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|<c=@abilitytype>Radius and Pull Increase above 50% Heat</c>|Number|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|120|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Pull|Number|https://render.guildwars2.com/file/D5F6EBC4630F0E10F3DDB7A6DBB63592CD4B00BC/2440717.png|240|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Explosion|NoData|https://render.guildwars2.com/file/450630987A0566D4A7A491EDA4DCDF57D9396854/1770203.png|Blast Radius|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|120,Collapse a ring of holograms to pull foes into a single point. The ring explodes when it fully collapses. Radius and pull distance increased while above the heat threshold.,https://render.guildwars2.com/file/73598056EABE0B310F0C0A7ABD7CEE6657555EDB/1770397.png,Toolbelt,None,Engineer,Toolbelt,,41843,[&BnOjAAA=]
Legendary Renegade Stance,StunBreak|StunBreak|https://render.guildwars2.com/file/DCF0719729165FD8910E034CA4E0780F90582D15/156654.png|true,"Invoke the power of the legendary charr renegade, Kalla Scorchrazor.",https://render.guildwars2.com/file/6B3205EF5ED0802DB74BBF7F0CAE04FAA2089B74/1770592.png,Profession,None,Revenant,Profession_1,NoUnderwater,41858,[&BoKjAAA=]
Slash,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|120|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12,A basic melee attack.,https://render.guildwars2.com/file/C245443EDDB8456F4926982F013F2820510D58CE/102762.png,,,,,,41860,[&BoSjAAA=]
Peck,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|125,Damage your foe with a forceful peck.,https://render.guildwars2.com/file/21256E39B31EE59195E1FA61FE417A2FE434EFEB/103241.png,,,,,,41887,[&Bp+jAAA=]
Wing Buffet,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|240|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|25|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.3|Knockback|Distance|https://render.guildwars2.com/file/400B7FD39724FBD700B94AB8AB52B5B9167646F4/2440715.png|300|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5,Launch your foe backward with mighty wing beats.,https://render.guildwars2.com/file/92D7CB40ACE0A9061DD8F5722327E4F515BFCE35/1128618.png,Profession,None,Ranger,Profession_2,NoUnderwater,41908,[&BrSjAAA=]
Imminent Threat,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|35|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|240|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/02EED459AD65FAF7DF32A260E479C625070841B9/1228472.png|2|Taunt|Involuntarily attack foes.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D104A6B9344A2E2096424A3C300E46BC2926E4D7/2440718.png|5|Resolution|Incoming condition damage decreased by 33%; stacks duration.|1|Adrenaline|Number|https://render.guildwars2.com/file/E1E7C4D3A6E62F3D5C9F627CE8175BFB0C614CBE/156652.png|3,"Meditation. Taunt nearby foes, gaining adrenaline for each affected foe.",https://render.guildwars2.com/file/757EE26597312CDA34B2480914E5AD194B352380/1770665.png,Utility,None,Warrior,Utility,,41919,[&Br+jAAA=]
Death's Retreat,Distance|Distance|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|600|Conditions Removed|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|1|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.3|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/559B0AF9FB5E1243D2649FAAE660CCB338AACC19/102840.png|8|Poisoned|Deals damage every second; decreases healing effectiveness by 33%; damage stacks intensity.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Leap,Shadowstep away from your target and lose conditions. Poisons foes at your starting location.,https://render.guildwars2.com/file/BBAD4B7DA7187A9A09E01E6A11D74962A7050B44/1770629.png,Weapon,Rifle,Thief,Weapon_4,NoUnderwater,41937,[&BtGjAAA=]
Overwhelming Celerity,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|450|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Charge Recovery|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|Charge Recovery|Time|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|12|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D4AB6401A6D6917C3D4F230764452BCCE1035B0D/1012835.png|5|Quickness|Skills and actions are faster.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/D4AB6401A6D6917C3D4F230764452BCCE1035B0D/1012835.png|4|Quickness|Skills and actions are faster.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|10|Might|Increased outgoing damage; stacks intensity.|8|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/2FA9DF9D6BC17839BBEA14723F1C53D645DDB5E1/102852.png|6|Might|Increased outgoing damage; stacks intensity.|8,"Final Charge. Inspire allies before and beside you, greatly enhancing their speed and strength.",https://render.guildwars2.com/file/BC1E1F76E4C9607A29AF77B61DFE35919DF56735/1770492.png,Utility,None,Guardian,Utility,,41988,[&BgSkAAA=]
Prime Light Beam,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|60|Unblockable|Unblockable|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|true|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|3|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|<c=@abilitytype>Field Damage</c>|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.5|Launch|Distance|https://render.guildwars2.com/file/B4087CEB5CC006172E0A09DADC5452807A0CA3F7/2440712.png|240|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|3|Burning|Deals damage every second; stacks intensity.|1|<c=@abilitytype>Field Pulses</c>|Number|https://render.guildwars2.com/file/9352ED3244417304995F26CB01AE76BB7E547052/156661.png|10|<c=@abilitytype>Field Duration</c>|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|10|<c=@abilitytype>Heat Threshold</c>|Number|https://render.guildwars2.com/file/1BA1F3645206FB4BE92C5AD6326054250DC7D0DB/1770205.png|50|Explosion|NoData|https://render.guildwars2.com/file/450630987A0566D4A7A491EDA4DCDF57D9396854/1770203.png,"Exceed. Charge up and fire an explosive beam of light in front of you. When activated above the heat threshold, this attack leaves behind a burning holographic field.",https://render.guildwars2.com/file/80052B4C12919318036326D6D2A579C76867DF1B/1770387.png,Elite,None,Engineer,Elite,NoUnderwater,42009,[&BhmkAAA=]
Kill Shot,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1500|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|8|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2.25|Pierces|NoData|https://render.guildwars2.com/file/F833590B593E0C2D4948DFFE9951B91655250052/1770207.png|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|2.25|Combo Finisher|ComboFinisher|https://render.guildwars2.com/file/A513F3653D33FBA4220D2D307799F8A327A36A3B/156656.png|100|Projectile,Burst. Fire a powerful shot. Damage increases with adrenaline level.,https://render.guildwars2.com/file/9A4310F746AECD6348D6663D56F45447BAF0789C/103313.png,Profession,Rifle,Warrior,Profession_1,NoUnderwater,42041,[&BjmkAAA=]
Quickening Screech,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|12|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/20CFC14967E67F7A3FD4A4B8722B4CF5B8565E11/102836.png|10|Swiftness|Movement speed increased by 33%; stacks duration.|1|Number of Allied Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|480,Grant swiftness to nearby allies.,https://render.guildwars2.com/file/69F1291534027E0937A5C020FFEBCC96F301EC54/104048.png,Profession,None,Ranger,Profession_2,NoUnderwater,42042,[&BjqkAAA=]
Blade Burst,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|600|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|30|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.8|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/79FF0046A5F9ADA3B4C4EC19ADB4CB124D5F0021/102848.png|6|Bleeding|Deals damage every second; stacks intensity.|1|<c=@abilitytype>Damage Increase above 50% Heat</c>|Percent|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|25,Fire holographic blades at foes within range. Damage increased while over the heat threshold.,https://render.guildwars2.com/file/1C472B68AAFFA6E50C29524CC7EF5B6AB5532803/1770393.png,Toolbelt,None,Engineer,Toolbelt,,42163,[&BrOkAAA=]
Blinding Roar,Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|35|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|3|0.35|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/09770136BB76FD0DBE1CC4267DEED54774CB20F6/102837.png|2|Blinded|Next outgoing attack misses; stacks duration.|3|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|300,Beast. Release a powerful roar that blinds nearby foes.,https://render.guildwars2.com/file/06EFCDD57F325D6A5E472660E993BF62E0CADD0A/1770552.png,Pet,None,,Pet,,42180,[&BsSkAAA=]
Fiery Frost,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|1200|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|15|Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|4|Burning|Deals damage every second; stacks intensity.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1,Dual Attack. Launch a fire and ice bolt while evading.,https://render.guildwars2.com/file/6DBA0EA2450E7930C4FDE4712ADD917D3B0414CF/1770347.png,Weapon,Scepter,Elementalist,Weapon_3,NoUnderwater,42181,[&BsWkAAA=]
Reformed Mirage Mirror,Damage|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|0.6|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/6CB0E64AF9AA292E332A38C1770CE577E2CDE0E8/102853.png|4|Weakness|Endurance regeneration decreased by 50%. 50% of hits are Glancing Blows (50% damage). Stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/67FA6042C903766148F46373C47B037609C4D525/1770144.png|1|Mirage Cloak|Evade incoming attacks.|1|Radius|Distance|https://render.guildwars2.com/file/B0CD8077991E4FB1622D2930337ED7F9B54211D5/156665.png|180|Duration|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|15,"Your shattered illusion reforms into a mirror. Touching the mirror shatters it, granting mirage cloak to you and weakening foes.",https://render.guildwars2.com/file/7F3FA1CD20D930E7EEC75459E7206979DD0AD016/1770518.png,,,,,,42183,[&BsekAAA=]
Crystalline Impact,,An explosion of crystal that applies knockdown and strips Crystal Shield.,https://render.guildwars2.com/file/1D55D34FB4EE20B1962E315245E40CA5E1042D0E/62248.png,,,,,,42235,[&BvukAAA=]
Tome of Courage,Apply Buff/Condition|Buff|https://render.guildwars2.com/file/DFB4D1B50AE4D6A275B349E15B179261EE3EB0AF/102854.png|0|Aegis|Block the next incoming attack; stacks duration.|1|Time to Trigger Passive|Time|https://render.guildwars2.com/file/7B2193ACCF77E56C13E608191B082D68AA0FAA71/156659.png|40,"Virtue: Gain aegis periodically. 
Activate:Conjure a mystic tome containing stories about the heroes of Istan.",https://render.guildwars2.com/file/49B3D2E829962602205B09619770E1650BF07108/1770466.png,Profession,None,Guardian,Profession_3,,42259,[&BhOlAAA=]
Twin Strike,Range|Range|https://render.guildwars2.com/file/0AAB34BEB1C9F4A25EC612DDBEACF3E20B2810FA/156666.png|130|Recharge|Recharge|https://render.guildwars2.com/file/D767B963D120F077C3B163A05DC05A7317D7DB70/156651.png|10|Initial Strike|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1|Second Strike|Damage|https://render.guildwars2.com/file/61AA4919C4A7990903241B680A69530121E994C7/156657.png|1|1.5|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/28C4EC547A3516AF0242E826772DA43A5EAC3DF3/102839.png|3|Chilled|Movement speed decreased by 66%; skill cooldown increased by 66%; stacks duration.|1|Apply Buff/Condition|Buff|https://render.guildwars2.com/file/B47BF5803FED2718D7474EAF9617629AD068EE10/102849.png|8|Burning|Deals damage every second; stacks intensity.|1|Number of Targets|Number|https://render.guildwars2.com/file/BBE8191A494B0352259C10EADFDACCE177E6DA5B/1770208.png|3,Dual Attack. Quickly strike enemies in front of you with the extreme nature of fire and water.,https://render.guildwars2.com/file/A9AF29CA2FF6925E30299CFC9B41317128132CF1/1770378.png,Weapon,Sword,Elementalist,Weapon_3,NoUnderwater,42271,[&Bh+lAAA=]
